player;credits;expected_points;rank_v13;seed;entry;ioc;real_draw_size;draw_size;bracket_size;r1_match;overall_elo;selected_surface_elo;peak_elo;recent_form;surface_form_60d;same_surface_ratio_60d;fatigue_load;minutes_30d;qualifier_momentum_raw;local_home_raw;matches_in_db
Ignacio Buse;4,5;7,9;77;29,0;;;128;128;128;45;1786,5;1638,1;1844,9;0,4166666666666667;0,0;0,2;0,2496206515942585;376,0;-0,15;0,0;156
Valentin Royer;2,4;6,8;79;;;FRA;128;128;128;11;1662,3;1605,7;1800,2;0,5833333333333334;0,6666666666666666;0,4285714285714285;1,6369057781581748;726,0;0,0499999999999999;0,0;203
Rinky Hijikata;2,7;5,47;80;;;AUS;128;128;128;35;1711,9;1666,4;1756,7;0,5;0,3333333333333333;0,8571428571428571;1,4646295047289788;877,0;-0,0299999999999999;0,0;270
Shintaro Mochizuki;1,0;5,14;81;;Q;JPN;128;128;128;3;1578,8;1499,5;1714,9;0,5;0,5;0,5882352941176471;0,7499016536084776;671,0;0,2749999999999999;0,0;228
Zachary Svajda;3,0;5,08;82;;;USA;128;128;128;43;1718,9;1679,3;1794,0;0,4166666666666667;0,3333333333333333;0,5454545454545454;0,40422025124987;572,0;-0,05;0,0;217
Jan Lennard Struff;2,6;4,41;83;;;GER;128;128;128;7;1733,0;1651,6;1935,1;0,5833333333333334;0,3333333333333333;0,2307692307692307;0,4465781278716231;373,0;-0,05;0,0;212
Liam Draxl;1,0;4,33;84;;WC;CAN;128;128;128;6;1597,7;1573,2;1699,6;0,5;0,5454545454545454;0,9166666666666666;0,2411183622584381;235,0;-0,0999999999999999;1,0;171
Daniel Altmaier;4,3;3,79;85;;;GER;128;128;128;62;1732,4;1655,9;1789,1;0,4166666666666667;0,5;0,3636363636363636;0,6583266744831083;615,0;0,0;0,0;241
Aleksandar Kovacevic;3,0;3,31;86;;;USA;128;128;128;51;1614,2;1591,1;1758,8;0,1666666666666666;0,25;0,6666666666666666;0,5995074486856796;452,0;-0,05;0,0;241
Martin Damm;1,0;3,26;87;;Q;USA;128;128;128;27;1715,6;1667,8;1767,9;0,5;0,5;0,75;0,3141954239280943;595,0;0,3;0,0;132
Camilo Ugo Carabelli;3,4;2,95;88;;;ARG;128;128;128;46;1731,3;1622,5;1771,9;0,3333333333333333;0,25;0,4444444444444444;0,6631075345975271;397,0;-0,075;0,0;249
Adolfo Daniel Vallejo;1,8;2,53;89;;;;128;128;128;55;1688,3;1489,6;1780,4;0,5;0,4;0,3571428571428571;0,7578133349850668;449,0;-0,0299999999999999;0,0;181
BYE;0,0;0,0;90;;;;128;128;128;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
BYE;0,0;0,0;90;;;;128;128;128;4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
BYE;0,0;0,0;90;;;;128;128;128;5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
BYE;0,0;0,0;90;;;;128;128;128;8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
BYE;0,0;0,0;90;;;;128;128;128;9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0
