player;credits;expected_points;rank_v13;seed;entry;ioc;real_draw_size;draw_size;bracket_size;r1_match;overall_elo;selected_surface_elo;peak_elo;recent_form;surface_form_60d;same_surface_ratio_60d;fatigue_load;minutes_30d;qualifier_momentum_raw;local_home_raw;matches_in_db;player_norm;actual_matches_in_tournament;actual_wins;actual_points
Mariano Navone;4,1;3,24;112;;;ARG;128;128;128;48;1820,6;1730,0;1875,9;0,4166666666666667;0,5;0,5454545454545454;0,7853547037366062;694,0;-0,05;0,0;263;mariano navone;17;1;25,0
Aleksandar Kovacevic;2,9;2,97;113;;;USA;128;128;128;37;1628,1;1604,4;1758,8;0,4166666666666667;0,5;0,8888888888888888;1,6026062315110006;760,0;0,0499999999999999;1,0;301;aleksandar kovacevic;17;0;0,0
Stan Wawrinka;1,6;2,91;114;;WC;SUI;128;128;128;47;1663,6;1655,9;2145,5;0,3;0,5;0,4;0,3998873718263028;225,0;0,05;0,0;187;stan wawrinka;17;0;0,0
Damir Dzumhur;2,1;2,87;115;;;BIH;128;128;128;50;1640,4;1591,1;1895,8;0,5;0,5;0,1818181818181818;-0,1921662158690514;183,0;0,0;0,0;316;damir dzumhur;17;0;0,0
Tomas Barrios Vera;1,0;2,57;116;;Q;CHI;128;128;128;29;1547,6;1501,9;1710,3;0,4166666666666667;0,6;0,4545454545454545;1,062918123853636;534,0;0,425;0,0;303;tomas barrios vera;17;0;0,0
Martin Damm;1,0;2,54;117;;;USA;128;128;128;40;1695,7;1645,5;1767,9;0,5;0,5555555555555556;0,8181818181818182;1,052247937722799;683,0;0,0;1,0;140;martin damm;17;0;0,0
Hugo Gaston;1,0;2,13;118;;Q;FRA;128;128;128;33;1658,0;1632,3;1795,1;0,6666666666666666;0,625;0,3636363636363636;1,3903906824812486;761,0;0,4499999999999999;0,0;311;hugo gaston;17;0;0,0
Federico Cina;1,0;1,91;120;;Q;ITA;128;128;128;42;1555,1;1526,4;1656,0;0,6666666666666666;0,6666666666666666;0,375;1,657776832498592;678,0;0,425;0,0;111;federico cina;17;0;0,0
Filip Misolic;1,0;1,9;121;;;AUT;128;128;128;28;1587,2;1469,3;1829,4;0,0;0,0;0,0;-0,3;0,0;0,0;0,0;213;filip misolic;17;0;0,0
Lorenzo Sonego;4,7;1,78;122;;;ITA;128;128;128;1;1731,0;1703,3;1895,3;0,5;0,5;0,5454545454545454;1,7093679968310893;648,0;0,0299999999999999;0,0;264;lorenzo sonego;17;0;0,0
